// List of Teams and their ID's:
//2 => ID of Baltimore Orioles
//3 => ID of Boston Red Sox
//11 => ID of New York Yankees
//13 => ID of Tampa Bay Rays
//15 => ID of Toronto Blue Jays
//4 => ID of Chicago White Sox
//5 => ID of Cleveland Guardians
//6 => ID of Detroit Tigers
//8 => ID of Kansas City Royals
//10 => ID of Minnesota Twins
//1 => ID of Athletics
//7 => ID of Houston Astros
//9 => ID of Los Angeles Angels
//12 => ID of Seattle Mariners
//14 => ID of Texas Rangers
//17 => ID of Atlanta Braves
//22 => ID of Miami Marlins
//24 => ID of New York Mets
//25 => ID of Philadelphia Phillies
//30 => ID of Washington Nationals
//18 => ID of Chicago Cubs
//19 => ID of Cincinnati Reds
//23 => ID of Milwaukee Brewers
//26 => ID of Pittsburgh Pirates
//29 => ID of St. Louis Cardinals
//16 => ID of Arizona Diamondbacks
//20 => ID of Colorado Rockies
//21 => ID of Los Angeles Dodgers
//27 => ID of San Diego Padres
//28 => ID of San Francisco Giants
//
//
//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot
//NOTE: Player and team names are purely cosmetic and will not be used when importing rosters from this file!
// Baltimore Orioles, ID = 2
18786,0,2,Baltimore Orioles,Major League Baseball,Martin,Corbin,,48,28,12,1995,206,The United States,31383,Hempstead,4,188,225,1,1,12,387,638,7,2,95,190,50,235,93,91,92,187,47,232,90,88,105,170,48,230,89,119,5,0,0,25,7,11,42,11,81,275,323,269,322,244,269,12,6,5,35,109,55,12,3,51,42,45,43,0,0,6,18,11,200,0,0,0,0,0,0,0,0,0,1,550,.259,0,0,22,64,127,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,27,103,108,170,120,435,.9986,379,209,0,302,431,350,0,0,0,0,0,0,0,190,0,267,399,322,0,0,0,0,0,0,0,0,400,martico02,martico02,martin002cor,,0,12,eol
18792,0,2,Baltimore Orioles,Major League Baseball,Poteet,Cody,,53,30,7,1994,206,The United States,69896,San Diego,4,185,190,1,1,11,347,690,5,2,96,191,51,238,95,92,91,185,46,231,88,88,93,175,48,224,98,82,5,0,0,10,9,11,10,6,46,403,313,410,316,372,333,5,5,1,99,109,45,13,3,51,44,46,44,0,0,19,4,4,200,0,0,0,0,0,0,0,0,0,1,550,.281,0,0,14,66,69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,91,138,128,111,116,252,1.0030,333,199,199,0,199,199,0,199,0,0,0,0,0,263,263,0,263,263,0,263,0,0,0,0,0,0,400,poteeco01,poteeco01,poteet001cod,,0,13,eol
19578,0,2,Baltimore Orioles,Major League Baseball,Sanchez,Gary,The Kraken,99,2,12,1992,56,Dominican Republic,71432,Santo Domingo,5,188,229,1,1,2,1584,1584,11,1,332,258,446,387,370,297,328,303,426,374,329,330,363,338,471,389,372,357,15,3,2,56,6,11,55,20,7,308,267,307,267,122,11,15,30,10,34,20,35,15,3,17,6,15,2,50,113,7,8,9,0,200,0,0,0,0,0,0,0,0,1,550,.237,15,1,21,45,134,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,116,96,77,85,87,235,1.0000,2,206,0,0,206,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,390,sanchga02,sanchga02,sanche001gar,,88,15,eol
20212,0,2,Baltimore Orioles,Major League Baseball,Mountcastle,Ryan,,6,18,2,1997,206,The United States,86831,Winter Springs,4,193,220,1,1,3,795,795,8,1,401,445,293,313,355,432,430,393,345,267,378,465,407,385,425,350,377,429,3,2,0,65,24,170,77,10,6,1,1,1,1,1,1,15,30,10,1,14,58,14,2,56,118,79,63,0,0,9,3,19,0,0,200,0,0,0,0,0,0,0,1,550,.273,33,1,10,27,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,78,125,85,102,123,1,.8163,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,280,mountry01,mountry01,mountc000rya,,0,14,eol
20299,0,2,Baltimore Orioles,Major League Baseball,Vazquez,Luis,Luisito,52,10,10,1999,151,Puerto Rico,91159,Orocovis,5,183,165,1,1,5,43,43,2,0,268,309,336,337,354,157,257,307,328,327,343,155,279,325,344,339,343,194,4,1,1,158,140,192,150,9,13,234,288,294,308,237,292,1,1,1,36,109,70,16,3,51,43,83,63,0,0,13,9,17,200,0,0,200,200,200,0,0,0,0,1,550,.187,12,2,10,35,131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,118,49,103,127,102,209,1.0053,234,0,171,0,0,0,171,0,0,0,0,0,0,0,199,0,0,0,186,0,0,0,0,0,0,0,364,vazqulu01,vazqulu01,vazque002lui,,0,16,eol
18550,0,2,Baltimore Orioles,Major League Baseball,Machin,Vimael,,65,25,9,1993,151,Puerto Rico,70307,San Lorenzo,5,178,185,2,1,5,349,535,5,1,189,278,388,319,276,91,201,292,407,334,302,97,356,348,180,434,430,257,4,1,1,99,62,115,110,9,20,1,1,1,1,1,1,15,30,10,1,29,55,10,4,106,105,134,74,0,0,1,16,4,0,0,0,0,200,0,0,0,0,0,1,550,.167,10,1,15,36,150,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,98,86,81,82,170,1,.9756,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,273,machivi01,machivi01,machin000vim,,0,10,eol
20491,0,2,Baltimore Orioles,Major League Baseball,Povich,Cade,,37,12,4,2000,206,The United States,8372,Bellevue,4,191,185,2,2,11,105,292,2,2,89,184,46,229,86,87,93,188,49,235,91,89,92,187,48,233,90,89,5,2,1,9,7,11,10,14,7,401,373,377,362,384,360,2,6,0,140,109,44,11,3,50,35,42,41,0,0,11,17,2,200,0,0,0,0,0,0,0,0,0,1,550,.274,0,0,16,53,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,96,73,89,112,122,401,1.0103,396,201,340,290,384,419,0,0,0,0,0,0,0,199,337,286,380,416,0,0,0,0,0,0,0,0,345,povicca01,povicca01,povich000cad,,0,11,eol
20777,0,2,Baltimore Orioles,Major League Baseball,Kremer,Dean,,64,7,1,1996,206,The United States,76303,Stockton,4,193,209,1,1,11,838,838,8,0,96,190,51,239,96,93,91,186,47,230,87,88,92,187,48,233,90,89,5,0,0,11,8,11,14,15,108,358,377,419,426,387,396,2,6,1,152,117,45,11,3,50,35,42,41,0,0,10,18,5,200,0,0,0,0,0,0,0,0,0,1,550,.256,0,0,14,43,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,58,116,197,90,100,348,.9780,345,283,0,283,283,283,283,283,0,0,0,0,0,281,0,281,281,281,281,281,0,0,0,0,0,0,426,kremede01,kremede01,kremer000dea,,0,11,eol
20310,0,2,Baltimore Orioles,Major League Baseball,Urias,Ramon,,29,3,6,1994,124,Mexico,46709,Magdalena,5,178,185,1,1,5,822,1037,8,1,389,410,431,322,394,387,389,347,374,383,413,365,430,363,369,388,394,455,4,1,1,78,31,156,94,10,17,4,1,4,1,8,1,15,30,10,1,29,53,12,3,136,115,159,110,0,0,1,4,3,0,0,0,200,200,0,0,0,0,0,1,550,.255,25,1,14,43,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40,84,130,84,120,1,.9302,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,272,uriasra01,uriasra01,urias-000ram,,0,12,eol
20588,0,2,Baltimore Orioles,Major League Baseball,Espada,Jose,,72,22,2,1997,151,Puerto Rico,60118,Ponce,1,183,170,1,1,12,3,269,3,3,95,189,50,242,94,91,92,186,47,230,88,89,92,187,48,233,90,89,5,1,1,9,7,11,10,9,68,311,319,339,330,316,275,6,6,5,47,109,50,17,3,51,44,46,44,0,0,13,10,14,200,0,0,0,0,0,0,0,0,0,1,550,.277,0,0,19,63,91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,44,148,129,72,39,325,1.0231,319,251,251,0,0,0,0,0,0,0,0,0,0,246,246,0,0,0,0,0,0,0,0,0,0,0,390,espadjo01,espadjo01,espada002jos,,0,17,eol
20837,0,2,Baltimore Orioles,Major League Baseball,Jackson,Alex,,70,25,12,1995,206,The United States,24017,Escondido,1,188,238,1,1,2,732,1037,8,2,219,627,431,350,242,208,225,598,407,338,224,235,199,530,360,369,171,237,13,2,2,27,17,31,75,100,15,401,239,398,238,158,3,15,30,10,34,24,33,19,3,6,19,12,12,75,99,3,5,7,0,200,0,0,0,0,0,0,0,0,1,550,.194,42,0,17,38,173,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,19,119,52,120,13,232,.9999,2,181,0,181,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,394,jacksal02,jacksal02,jackso000ale,,152,19,eol
21042,0,2,Baltimore Orioles,Major League Baseball,Akin,Keegan,,45,1,4,1995,206,The United States,1743,Alma,4,183,240,2,2,12,856,1080,8,2,88,183,45,223,84,86,94,188,49,236,92,91,91,187,48,232,88,87,5,2,2,31,7,11,53,8,32,416,356,390,338,417,385,3,6,0,34,152,40,12,3,50,35,42,41,0,0,4,12,2,200,0,0,0,0,0,0,0,0,0,1,550,.242,0,0,16,59,123,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,43,159,74,130,94,427,1.0719,410,210,352,0,433,0,0,0,0,0,0,0,0,203,342,0,422,0,0,0,0,0,0,0,0,0,433,akinke01,akinke01,akin--000kee,,0,12,eol
20272,0,2,Baltimore Orioles,Major League Baseball,Soto,Gregory,,65,11,2,1995,56,Dominican Republic,6309,Bajos de Haina,1,185,234,2,2,12,1032,1182,9,1,90,184,46,230,87,87,93,188,49,234,91,89,109,168,48,232,93,123,5,0,0,9,8,11,10,7,98,493,369,472,349,459,296,12,6,1,30,115,53,13,3,50,36,42,42,0,0,9,7,3,200,0,0,0,0,0,0,0,0,0,1,550,.273,0,0,7,56,128,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,137,110,192,128,83,437,1.1814,441,447,365,0,0,0,312,0,0,0,0,0,0,454,371,0,0,0,316,0,0,0,0,0,0,0,197,sotogr01,sotogr01,soto--001gre,,0,13,eol
20522,0,2,Baltimore Orioles,Major League Baseball,Eflin,Zach,EF,24,8,4,1994,206,The United States,13647,Chuluota,4,198,220,1,1,11,1446,1628,10,2,95,190,50,235,94,91,91,186,47,232,88,88,209,289,261,198,146,279,5,0,0,11,9,11,13,8,13,300,487,334,529,375,487,3,2,1,153,113,49,10,3,67,51,53,41,0,0,11,13,3,200,0,0,0,0,0,0,0,0,0,1,550,.287,0,0,20,22,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,90,78,103,88,97,290,.7249,340,240,240,240,240,240,240,0,0,0,0,0,0,285,285,285,285,285,285,0,0,0,0,0,0,0,379,eflinza01,eflinza01,eflin-000zac,,0,10,eol
19640,0,2,Baltimore Orioles,Major League Baseball,Laureano,Ramon,,5,15,7,1994,56,Dominican Republic,71432,Santo Domingo,5,180,201,1,1,9,1190,1190,8,0,458,417,405,396,368,511,410,451,446,331,354,447,429,439,431,355,370,467,8,0,0,105,113,147,98,10,9,1,1,1,1,1,1,15,30,10,1,34,55,13,3,6,15,6,10,0,0,101,77,219,0,0,0,0,0,0,200,200,200,0,1,550,.288,33,3,21,39,126,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,25,96,79,73,108,1,.9302,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,273,laurera01,laurera01,laurea000ram,,0,13,eol
19903,0,2,Baltimore Orioles,Major League Baseball,Mullins,Cedric,The Entertainer,28,1,10,1994,206,The United States,74727,Snellville,1,175,174,2,2,8,1192,1462,11,3,372,483,395,422,416,326,324,422,416,428,375,264,420,428,412,398,428,410,4,3,0,140,184,190,135,122,19,1,1,1,1,1,1,15,30,10,1,33,59,10,4,6,17,16,16,0,0,154,134,80,0,0,0,0,0,0,0,200,0,0,1,550,.234,27,2,17,59,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,102,80,72,100,100,1,1.0250,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,272,mullice01,mullice01,mullin000ced,,0,10,eol
19241,0,2,Baltimore Orioles,Major League Baseball,Beavers,Dylan,,12,11,8,2001,206,The United States,70322,San Luis Obispo,4,196,205,2,1,7,0,0,3,0,354,449,392,542,306,404,366,459,406,550,319,410,333,413,392,505,332,338,0,2,2,121,115,115,95,118,10,1,1,1,1,1,1,15,30,10,1,19,58,14,3,1,8,10,4,0,0,89,93,113,0,0,0,0,0,0,200,0,200,0,1,550,.245,26,7,15,128,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,119,72,79,32,113,1,.9302,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281,beavedy01,beavedy01,beaver000dyl,,0,14,eol
